track_id,mean_speed,speed_cv,turning_rate,directionR,fast_ratio,environment,video_id
258,162.4866929,1.68845695,0.118745073,0.697724273,1,Treeroot,video_01
294,83.994782,0.860031926,0.043622549,0.299107267,1,Treeroot,video_01
308,135.5585909,0.941623572,0.428571429,0.121430587,0,Treeroot,video_01
312,100.0267811,0.757377009,0.738207198,0.402719331,0.215384615,Treeroot,video_02
331,131.2352172,1.538868762,0.888641882,0.047882265,0.303921569,Treeroot,video_02
332,102.1124073,1.534420048,0.239740566,0.351872949,0.9375,Treeroot,video_02
344,111.1544144,1.723561365,1.502821379,0.036839267,0,Treeroot,video_02
347,104.4499082,0.914645224,0.829371936,0.104660775,0.463636364,Treeroot,video_02
358,120.5836112,1.303194173,0.867191405,0.286204153,0,Treeroot,video_03
378,112.4967325,1.599371138,1.09388466,0.127012592,0.153846154,Treeroot,video_03
393,93.79204321,1.483657354,0.788464187,0.103752238,0.352941176,Treeroot,video_03
268,107.5210149,0.888899235,0.119338799,0.295905144,1,Treeroot,video_03
194,109.029104,0.870332086,0.043753417,0.617184473,1,Treeroot,video_03
328,140.5929129,1.24333169,0.430285714,0.129354112,0,Treeroot,video_03
342,105.0611031,0.861163894,0.741160027,0.392218037,0.3396185,Treeroot,video_03
351,106.2695392,0.740563106,0.896639659,0.247626351,0.56875,Treeroot,video_04
302,107.1467293,1.335592148,0.24117901,0.143126311,0.9375,Treeroot,video_04
314,116.1887364,1.437179172,1.230632485,0.093783524,0,Treeroot,video_04
348,89.4842302,1.72021845,0.836836284,0.286753864,0.656676,Treeroot,video_04
398,125.6179332,1.213710144,0.874128936,0.554391134,0,Treeroot,video_04
313,117.5310545,1.205367994,1.66968877,0.335490144,0.426245,Treeroot,video_05
363,98.82636521,0.995075641,0.79082958,0.282631634,0.2354265,Treeroot,video_05
372,128.35862,1.089343731,0.141943287,0.80306829,0.9375,Treeroot,video_05
374,170.3742495,1.030683746,0.098708603,0.724539134,1,Treeroot,video_05
301,101.2958775,1.445548348,0.494485714,0.230518299,0.45363534,Treeroot,video_05
397,105.5864086,0.764969714,0.646959168,0.495748,0,Treeroot,video_06
178,137.4508869,0.642765921,0.794664819,0.349854988,0.353455415,Treeroot,video_06
193,177.9824629,1.337270109,0.343405774,0.250714447,0.752945176,Treeroot,video_06
168,77.26968009,1.750865068,1.254815147,0.498227575,0,Treeroot,video_06
295,101.0316514,1.728819542,0.566423041,0.513834649,1,Treeroot,video_06
428,116.2460228,1.024778695,0.830422489,0.659380654,0,Treeroot,video_07
442,128.6187098,1.211394834,1.586204331,0.143909555,0.33435485,Treeroot,video_07
321,90.32049704,0.996551019,0.608430958,0.390575318,0.464645,Treeroot,video_07
309,82.92296934,1.235592148,0.227753538,0.260439806,0.9375,Treeroot,video_07
319,116.1884545,1.065765783,1.516441024,0.19374545,0,Treeroot,video_07
313,95.03434231,0.761163857,1.01321298,0.04545435,0.233454185,Treeroot,video_08
305,136.797892,1.345754656,0.869501322,0.0634554,0.1887687,Treeroot,video_08
322,117.6554653,1.5634543,0.258358699,0.135345435,0.284654,Treeroot,video_08
334,116.45431,1.043542625,2.101929558,0.1543505,0,Treeroot,video_08
324,127.7956567,1.436425454,0.329869616,0.154635427,0.146564,Treeroot,video_08
